Index,Height(Inches),Weight(Pounds),Height(cm),Weight(kilos)
16035,67,131,169,59
16036,66,113,167,51
16037,65,117,165,53
16038,69,158,176,72
16039,68,112,173,51
16040,69,137,174,62
16041,67,123,170,56
16042,67,116,170,53
16043,69,130,176,59
16044,66,107,168,48
16045,66,138,169,63
16046,70,118,179,54
16047,69,138,174,63
16048,70,134,178,61
16049,67,131,170,59
16050,70,133,179,60
16051,69,117,175,53
16052,65,111,166,50
16053,72,136,183,62
16054,70,130,177,59
16055,69,140,174,63
16056,69,125,175,57
16057,68,113,172,51
16058,66,125,169,57
16059,65,94,165,43
16060,67,133,171,60
16061,71,137,181,62
16062,70,130,177,59
16063,70,140,178,63
16064,70,152,178,69
16065,69,129,174,58
16066,67,125,171,57
16067,69,122,174,55
16068,68,132,173,60
16069,68,117,172,53
16070,68,116,172,53
16071,65,121,164,55
16072,67,125,171,57
16073,70,141,177,64
16074,67,136,171,62
16075,68,107,171,48
16076,67,120,170,55
16077,69,148,176,67
16078,69,136,175,62
16079,68,113,173,51
16080,67,127,171,58
16081,69,131,175,59
16082,68,138,173,63
16083,67,120,170,54
16084,70,128,177,58
16085,69,136,176,62
16086,70,123,177,56
16087,66,113,167,51
16088,66,124,167,56
16089,66,132,167,60
16090,68,131,172,60
16091,69,135,176,61
16092,68,121,172,55
16093,66,110,169,50
16094,67,121,171,55
16095,67,126,171,57
16096,70,134,177,61
16097,66,124,166,56
16098,65,115,164,52
16099,71,138,180,63
16100,65,142,165,65
16101,66,122,167,55
16102,69,130,175,59
16103,72,157,182,71
16104,64,126,163,57
16105,71,147,180,67
16106,67,136,170,61
16107,66,129,168,59
16108,72,137,183,62
16109,65,109,165,49
16110,70,126,177,57
16111,65,115,164,52
16112,69,126,176,57
16113,67,110,171,50
16114,67,122,171,55
16115,70,139,177,63
16116,70,111,178,50
16117,67,129,169,58
16118,68,126,172,57
16119,67,122,169,55
16120,68,133,172,60
16121,69,128,176,58
16122,68,133,174,60
16123,67,116,170,53
16124,65,102,164,46
16125,66,112,167,51
16126,68,121,172,55
16127,68,165,172,75
16128,69,151,175,68
16129,67,127,170,58
16130,64,119,162,54
16131,68,140,172,63
16132,69,118,176,53
16133,68,113,173,51
16134,67,117,170,53
16135,71,108,179,49
16136,68,125,173,57
16137,65,122,166,55
16138,68,125,173,57
16139,69,141,176,64
16140,66,140,168,64
16141,68,116,172,53
16142,71,125,180,57
16143,68,119,172,54
16144,69,141,176,64
16145,67,118,170,54
16146,74,131,189,59
16147,68,139,173,63
16148,68,123,173,56
16149,70,136,178,62
16150,67,114,170,52
16151,70,146,178,66
16152,68,124,174,56
16153,65,119,166,54
16154,66,119,169,54
16155,65,121,166,55
16156,68,134,172,61
16157,66,117,168,53
16158,66,136,168,62
16159,70,136,178,62
16160,68,131,174,60
16161,70,145,177,66
16162,67,99,171,45
16163,70,151,177,69
16164,66,110,168,50
16165,65,126,166,57
16166,68,119,172,54
16167,71,150,180,68
16168,67,107,169,49
16169,69,141,176,64
16170,67,151,171,69
16171,69,136,175,62
16172,68,133,173,61
16173,69,128,174,58
16174,67,117,171,53
16175,71,132,181,60
16176,68,135,173,61
16177,64,117,162,53
16178,69,113,176,51
16179,71,134,180,61
16180,67,112,170,51
16181,68,143,174,65
16182,68,117,173,53
16183,64,118,163,53
16184,67,134,170,61
16185,67,110,170,50
16186,66,123,168,56
16187,70,131,179,59
16188,64,120,164,54
16189,68,133,174,60
16190,67,117,169,53
16191,65,129,166,59
16192,67,131,170,60
16193,66,107,168,49
16194,69,114,175,52
16195,66,114,168,52
16196,67,120,169,55
16197,69,131,176,59
16198,67,127,171,58
16199,64,94,164,43
16200,66,143,166,65
16201,67,125,170,57
16202,71,144,180,65
16203,68,132,173,60
16204,67,125,170,57
16205,67,109,169,50
16206,69,120,176,55
16207,71,131,180,60
16208,66,115,168,52
16209,70,118,177,53
16210,65,100,165,45
16211,69,143,176,65
16212,68,118,173,54
16213,70,138,177,62
16214,70,140,177,64
16215,65,113,164,51
16216,69,123,175,56
16217,68,117,172,53
16218,65,109,164,50
16219,68,134,172,61
16220,69,144,174,65
16221,67,129,170,59
16222,72,135,184,61
16223,71,136,181,61
16224,64,107,162,48
16225,68,135,173,61
16226,66,121,169,55
16227,69,124,174,56
16228,69,148,175,67
16229,67,127,170,58
16230,70,127,178,57
16231,70,121,177,55
16232,69,139,176,63
16233,67,129,169,58
16234,70,142,179,65
16235,67,124,171,56
16236,69,122,174,55
16237,68,122,171,55
16238,66,120,167,55
16239,67,129,170,59
16240,72,140,183,63
16241,67,108,170,49
16242,67,157,171,71
16243,68,148,174,67
16244,69,120,174,54
16245,67,119,170,54
16246,65,122,165,55
16247,70,137,178,62
16248,73,141,186,64
16249,66,112,168,51
16250,67,118,171,54
16251,69,125,176,57
16252,65,122,164,55
16253,69,120,175,55
16254,66,123,169,56
16255,71,120,181,54
16256,71,138,180,63
16257,68,111,174,50
16258,68,138,172,62
16259,66,134,167,61
16260,69,145,174,66
16261,68,121,173,55
16262,68,141,173,64
16263,67,120,170,54
16264,65,119,164,54
16265,71,121,180,55
16266,67,121,171,55
16267,65,110,165,50
16268,64,122,163,55
16269,68,129,174,59
16270,67,127,171,58
16271,69,141,176,64
16272,66,124,168,56
16273,67,135,171,61
16274,69,130,175,59
16275,70,126,179,57
16276,67,132,169,60
16277,70,133,179,60
16278,66,132,168,60
16279,65,123,165,56
16280,68,121,174,55
16281,67,128,169,58
16282,68,132,172,60
16283,68,121,172,55
16284,68,133,172,60
16285,69,131,175,59
16286,69,137,176,62
16287,63,128,160,58
16288,68,127,173,58
16289,68,129,172,58
16290,64,117,163,53
16291,69,121,176,55
16292,65,113,165,51
16293,69,135,177,61
16294,72,140,182,64
16295,68,121,173,55
16296,71,146,180,66
16297,69,138,176,62
16298,71,136,179,62
16299,68,122,173,56
16300,65,112,166,51
16301,69,101,176,46
16302,68,122,173,55
16303,69,128,176,58
16304,67,128,170,58
16305,69,123,175,56
16306,70,137,179,62
16307,70,137,178,62
16308,67,141,171,64
16309,69,120,175,54
16310,67,112,171,51
16311,67,119,171,54
16312,72,133,183,60
16313,68,134,174,61
16314,71,152,180,69
16315,66,100,168,45
16316,66,129,167,59
16317,68,124,172,56
16318,69,131,175,59
16319,71,130,179,59
16320,71,133,179,60
16321,65,113,165,51
16322,68,119,173,54
16323,68,143,174,65
16324,65,109,166,50
16325,65,110,164,50
16326,68,131,172,59
16327,69,135,175,61
16328,66,113,168,51
16329,65,128,164,58
16330,63,98,161,44
16331,67,123,170,56
16332,70,134,177,61
16333,71,123,181,56
16334,70,123,178,56
16335,70,114,178,52
16336,68,132,173,60
16337,68,141,174,64
16338,70,141,179,64
16339,67,111,170,50
16340,71,140,179,64
16341,69,130,175,59
16342,66,126,169,57
16343,68,131,172,59
16344,70,135,178,61
16345,71,146,180,66
16346,67,127,171,58
16347,66,110,167,50
16348,69,122,175,55
16349,68,137,173,62
16350,68,138,173,62
16351,66,130,168,59
16352,71,137,181,62
16353,66,140,167,63
16354,66,116,169,53
16355,71,140,181,63
16356,66,118,168,53
16357,65,110,166,50
16358,70,125,178,56
16359,69,127,174,58
16360,68,128,174,58
16361,69,131,175,59
16362,67,125,170,57
16363,71,145,181,66
16364,67,136,169,62
16365,66,117,167,53
16366,66,131,168,60
16367,67,105,171,48
16368,68,118,172,54
16369,67,138,171,63
16370,71,131,180,59
16371,65,141,166,64
16372,68,141,173,64
16373,71,123,181,56
16374,71,142,182,64
16375,65,119,165,54
16376,69,139,177,63
16377,68,118,172,54
16378,69,145,175,66
16379,68,128,173,58
16380,64,96,164,44
16381,67,108,169,49
16382,68,110,174,50
16383,65,144,164,65
16384,66,127,169,57
16385,72,134,182,61
16386,74,134,188,61
16387,66,130,169,59
16388,65,129,164,59
16389,66,106,167,48
16390,67,112,170,51
16391,72,134,183,61
16392,69,133,176,60
16393,68,146,173,66
16394,71,128,179,58
16395,66,131,167,59
16396,70,123,178,56
16397,67,122,171,55
16398,71,136,180,62
16399,68,154,173,70
16400,68,131,174,60
16401,67,131,171,59
16402,69,126,174,57
16403,70,133,179,61
16404,67,134,170,61
16405,70,137,178,62
16406,68,131,173,59
16407,69,133,176,60
16408,67,131,171,60
16409,68,118,174,53
16410,69,139,175,63
16411,65,106,166,48
16412,65,117,166,53
16413,66,123,168,56
16414,69,126,174,57
16415,66,134,168,61
16416,64,134,164,61
16417,69,134,177,61
16418,65,105,164,48
16419,68,125,172,57
16420,68,115,172,52
16421,67,131,169,59
16422,67,109,171,49
16423,68,127,174,57
16424,68,140,174,63
16425,66,119,167,54
16426,68,125,174,57
16427,66,130,167,59
16428,69,152,175,69
16429,69,136,175,62
16430,70,127,177,57
16431,69,149,174,68
16432,70,137,179,62
16433,69,126,175,57
16434,65,111,166,50
16435,68,110,172,50
16436,65,125,165,57
16437,68,104,172,47
16438,68,126,173,57
16439,68,105,173,47
16440,68,126,173,57
16441,68,123,173,56
16442,70,141,177,64
16443,67,137,171,62
16444,70,143,178,65
16445,68,124,174,56
16446,67,121,171,55
16447,68,127,173,58
16448,71,161,180,73
16449,70,136,177,62
16450,67,135,170,61
16451,67,128,171,58
16452,70,147,179,67
16453,71,146,180,66
16454,66,128,167,58
16455,67,121,170,55
16456,70,109,178,49
16457,71,150,181,68
16458,69,142,176,64
16459,67,122,170,55
16460,70,138,177,63
16461,66,119,167,54
16462,67,142,169,64
16463,71,131,181,59
16464,66,129,168,59
16465,66,116,168,53
16466,69,118,175,53
16467,68,144,172,65
16468,67,105,171,48
16469,67,123,171,56
16470,65,116,166,53
16471,68,126,172,57
16472,70,127,177,58
16473,69,126,175,57
16474,68,124,172,56
16475,69,121,175,55
16476,70,131,179,59
16477,73,161,186,73
16478,72,146,183,66
16479,67,119,171,54
16480,69,115,175,52
16481,70,131,177,59
16482,67,136,171,62
16483,71,122,181,55
16484,68,138,172,63
16485,67,113,170,51
16486,71,133,180,60
16487,67,104,171,47
16488,68,112,173,51
16489,69,126,174,57
16490,67,139,171,63
16491,68,124,172,56
16492,66,97,167,44
16493,67,120,170,54
16494,70,139,178,63
16495,67,110,170,50
16496,72,140,182,63
16497,70,137,177,62
16498,69,101,174,46
16499,68,113,173,51
16500,70,142,179,64
16501,70,130,177,59
16502,66,115,167,52
16503,68,123,172,56
16504,68,121,174,55
16505,71,149,181,68
16506,71,135,180,61
16507,70,135,178,61
16508,67,133,171,60
16509,67,112,169,51
16510,69,98,174,45
16511,68,128,173,58
16512,65,136,166,62
16513,67,115,170,52
16514,63,116,160,53
16515,69,136,175,62
16516,65,127,166,57
16517,67,137,169,62
16518,68,117,173,53
16519,68,128,173,58
16520,69,123,175,56
16521,69,132,175,60
16522,66,119,168,54
16523,65,139,164,63
16524,68,131,173,60
16525,71,134,180,61
16526,67,115,170,52
16527,70,139,178,63
16528,70,137,178,62
16529,65,110,166,50
16530,65,109,165,50
16531,64,117,162,53
16532,69,134,176,61
16533,68,119,173,54
16534,66,134,169,61
16535,69,121,175,55
16536,71,139,181,63
16537,70,134,178,61
16538,66,113,168,51
16539,68,116,173,53
16540,63,128,161,58
16541,65,115,166,52
16542,69,130,174,59
16543,68,130,172,59
16544,69,139,176,63
16545,69,128,175,58
16546,70,135,177,61
16547,68,139,173,63
16548,66,119,168,54
16549,70,114,178,52
16550,70,131,177,60
16551,68,118,173,54
16552,68,137,173,62
16553,66,91,166,41
16554,70,141,178,64
16555,70,136,177,62
16556,68,124,172,56
16557,69,132,176,60
16558,69,125,176,57
16559,67,129,170,59
16560,67,102,169,46
16561,66,128,167,58
16562,66,115,167,52
16563,66,116,167,53
16564,67,119,170,54
16565,67,97,169,44
16566,70,140,178,63
16567,69,135,176,61
16568,69,146,176,66
16569,69,134,176,61
16570,67,125,170,56
16571,70,112,178,51
16572,71,145,180,66
16573,69,135,175,61
16574,70,140,177,63
16575,71,149,180,68
16576,67,120,169,55
16577,69,140,175,63
16578,68,131,172,59
16579,66,119,168,54
16580,67,127,170,58
16581,67,134,169,61
16582,68,135,173,61
16583,72,144,182,65
16584,68,128,174,58
16585,72,152,183,69
16586,72,149,183,67
16587,64,105,162,48
16588,67,133,171,60
16589,69,114,174,52
16590,69,116,175,53
16591,65,128,164,58
16592,67,137,171,62
16593,66,121,167,55
16594,70,132,177,60
16595,66,138,167,62
16596,70,120,178,54
16597,68,129,173,58
16598,69,133,176,60
16599,67,132,170,60
16600,71,130,181,59
16601,67,132,169,60
16602,67,117,171,53
16603,70,136,177,62
16604,68,126,173,57
16605,67,125,171,57
16606,68,131,172,60
16607,69,132,177,60
16608,66,129,167,59
16609,66,116,168,53
16610,68,113,173,51
16611,69,134,175,61
16612,69,124,175,56
16613,71,128,181,58
16614,68,119,174,54
16615,70,138,178,63
16616,70,130,178,59
16617,68,121,173,55
16618,66,119,168,54
16619,67,124,171,56
16620,68,134,173,61
16621,67,123,171,56
16622,70,138,178,63
16623,67,134,171,61
16624,68,127,172,58
16625,68,137,174,62
16626,69,131,176,59
16627,65,113,166,51
16628,72,161,184,73
16629,67,127,171,58
16630,70,144,178,65
16631,70,130,177,59
16632,70,148,178,67
16633,68,130,172,59
16634,67,119,171,54
16635,69,125,175,57
16636,68,103,172,47
16637,67,127,170,57
16638,68,119,172,54
16639,65,117,165,53
16640,68,132,173,60
16641,67,143,171,65
16642,67,125,171,57
16643,66,113,169,51
16644,65,131,166,59
16645,68,122,172,55
16646,70,128,177,58
16647,67,125,170,57
16648,68,125,173,57
16649,69,139,175,63
16650,69,135,176,61
16651,67,112,170,51
16652,68,144,172,65
16653,69,122,175,55
16654,70,121,178,55
16655,71,130,181,59
16656,70,136,177,62
16657,67,123,171,56
16658,69,126,175,57
16659,71,161,181,73
16660,67,118,169,54
16661,69,115,176,52
16662,68,121,172,55
16663,69,123,175,56
16664,66,122,168,55
16665,65,111,166,50
16666,67,127,171,58
16667,70,153,179,69
16668,69,134,176,61
16669,70,149,178,68
16670,64,116,164,52
16671,70,125,178,57
16672,71,140,181,63
16673,68,125,173,57
16674,70,135,177,61
16675,66,121,168,55
16676,68,135,173,61
16677,67,119,170,54
16678,72,123,183,56
16679,73,140,185,63
16680,68,129,173,59
16681,71,120,181,55
16682,69,124,175,56
16683,67,127,169,57
16684,63,112,161,51
16685,70,144,178,65
16686,73,156,186,71
16687,68,109,172,49
16688,67,122,171,55
16689,69,126,175,57
16690,68,125,172,57
16691,69,122,175,55
16692,67,110,170,50
16693,70,140,177,63
16694,69,119,176,54
16695,70,136,178,62
16696,71,151,180,69
16697,66,114,169,52
16698,70,138,177,62
16699,68,133,172,60
16700,70,133,177,60
16701,68,126,173,57
16702,66,137,168,62
16703,70,124,179,56
16704,66,118,168,53
16705,67,123,171,56
16706,69,128,175,58
16707,66,98,167,44
16708,72,138,184,62
16709,70,152,177,69
16710,69,144,175,65
16711,68,136,172,62
16712,68,111,173,50
16713,68,113,172,51
16714,68,117,173,53
16715,66,119,169,54
16716,70,140,178,63
16717,70,133,177,60
16718,69,131,175,60
16719,69,122,175,55
16720,66,116,166,53
16721,69,151,175,69
16722,65,130,166,59
16723,68,112,173,51
16724,70,120,177,54
16725,66,109,167,49
16726,71,152,179,69
16727,68,130,173,59
16728,68,128,173,58
16729,70,133,177,60
16730,70,135,178,61
16731,69,111,174,50
16732,67,135,170,61
16733,69,127,174,57
16734,65,130,164,59
16735,69,127,176,58
16736,68,126,172,57
16737,67,134,171,61
16738,68,130,174,59
16739,67,115,170,52
16740,68,123,172,56
16741,70,155,179,70
16742,69,105,174,47
16743,65,130,165,59
16744,70,129,179,58
16745,72,130,183,59
16746,68,127,173,58
16747,70,139,177,63
16748,67,126,169,57
16749,66,113,167,51
16750,67,133,170,60
16751,68,120,172,54
16752,66,141,168,64
16753,75,122,190,55
16754,65,120,166,54
16755,67,130,169,59
16756,65,122,166,55
16757,70,128,177,58
16758,68,120,173,54
16759,67,124,171,56
16760,68,113,172,51
16761,66,127,168,57
16762,71,125,180,57
16763,68,135,172,61
16764,69,137,175,62
16765,72,152,182,69
16766,68,127,173,58
16767,65,144,165,65
16768,71,146,179,66
16769,73,154,186,70
16770,66,126,168,57
16771,67,143,171,65
16772,68,116,172,52
16773,72,129,183,59
16774,66,104,167,47
16775,68,139,173,63
16776,66,118,168,53
16777,67,118,171,53
16778,67,124,171,56
16779,68,107,172,48
16780,68,124,172,56
16781,69,147,176,67
16782,68,117,172,53
16783,69,128,176,58
16784,68,124,172,56
16785,70,126,177,57
16786,66,128,167,58
16787,64,107,163,49
16788,64,111,163,50
16789,64,113,162,51
16790,67,122,171,55
16791,70,136,178,62
16792,70,122,178,56
16793,71,143,179,65
16794,68,145,174,66
16795,70,152,178,69
16796,67,113,170,51
16797,65,117,166,53
16798,70,109,177,49
16799,66,117,168,53
16800,67,133,171,60
16801,64,123,164,56
16802,67,120,170,54
16803,67,109,171,50
16804,69,132,176,60
16805,70,137,177,62
16806,69,129,174,58
16807,68,118,172,53
16808,70,117,177,53
16809,66,123,168,56
16810,70,140,177,63
16811,70,116,178,53
16812,70,116,177,52
16813,71,145,180,66
16814,68,127,173,58
16815,67,127,170,58
16816,71,147,181,67
16817,67,146,170,66
16818,63,116,159,53
16819,68,130,173,59
16820,69,106,175,48
16821,68,123,173,56
16822,70,129,178,58
16823,68,129,172,59
16824,68,135,173,61
16825,69,113,174,51
16826,70,102,177,46
16827,68,138,172,63
16828,68,125,173,57
16829,70,133,178,60
16830,71,151,180,68
16831,67,122,169,55
16832,69,131,175,60
16833,70,117,177,53
16834,67,125,171,57
16835,71,150,180,68
16836,67,133,170,60
16837,70,145,177,66
16838,68,115,172,52
16839,69,130,175,59
16840,67,137,171,62
16841,70,123,179,56
16842,67,127,171,57
16843,64,107,163,49
16844,67,145,171,66
16845,67,130,169,59
16846,70,127,179,58
16847,72,125,183,57
16848,69,123,175,56
16849,72,139,183,63
16850,68,130,172,59
16851,68,121,174,55
16852,66,114,167,52
16853,74,131,187,60
16854,70,134,177,61
16855,66,121,168,55
16856,69,114,174,52
16857,69,118,175,53
16858,67,124,170,56
16859,66,124,168,56
16860,65,123,166,56
16861,69,132,174,60
16862,67,105,169,48
16863,67,122,169,55
16864,71,142,181,64
16865,65,120,165,54
16866,67,134,171,61
16867,67,114,170,52
16868,69,141,175,64
16869,65,121,165,55
16870,68,149,173,67
16871,69,141,174,64
16872,65,118,166,53
16873,67,129,171,58
16874,66,126,167,57
16875,67,117,171,53
16876,68,140,172,63
16877,70,146,177,66
16878,68,117,172,53
16879,69,130,175,59
16880,67,139,170,63
16881,68,122,172,56
16882,66,116,167,53
16883,68,130,173,59
16884,68,127,173,58
16885,69,117,176,53
16886,64,94,162,43
16887,71,130,181,59
16888,68,123,173,56
16889,68,126,172,57
16890,69,131,175,59
16891,72,147,184,67
16892,63,117,161,53
16893,68,137,173,62
16894,69,125,175,57
16895,66,108,168,49
16896,67,140,170,64
16897,69,119,175,54
16898,71,131,180,59
16899,69,135,175,61
16900,68,136,172,61
16901,70,135,178,61
16902,66,118,167,54
16903,68,115,172,52
16904,68,130,174,59
16905,70,128,178,58
16906,67,137,170,62
16907,67,139,170,63
16908,67,147,171,67
16909,69,127,174,58
